NOME_IES	NOME_ESPECIALIZACAO	Area_Conhecimento	CARGA_HORARIA	DURACAO_MESES	MODALIDADE	VAGAS	MUNICIPIO	UF	REGIAO	SITUACAO	Categoria_IES
UNIVERSIDADE DE PERNAMBUCO	Especialização em Educação Especial Inclusiva	Educação	360	15	Educação Presencial	50	Nazaré da Mata	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	Programa de Residência em Planejamento e Gestão em Serviços Farmacêuticos	Saúde e bem-estar	720	24	Educação Presencial	4	Recife	PE	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Educação Infantil - CEEI	Educação	510	18	Educação Presencial	30	Tocantinópolis	TO	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MATO GROSSO	Engenharia de Segurança do Trabalho e Legislação	Engenharia, produção e construção	640	12	Educação a Distância	120	Barra do Garças	MT	CENTRO-OESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO	Educação do campo	Educação	390	18	Educação Presencial	25	Afogados da Ingazeira	PE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE	Educação Básica e Saberes Pedagógicos na Contemporaneidade	Educação	390	12	Educação Presencial	30	Campos dos Goytacazes	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA EM ECOGRAFIA VASCULAR COM DOPPLER	Saúde e bem-estar	360	12	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ	Tecnologias Educacionais.	Educação	420	18	Educação Presencial	40	Óbidos	PA	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI	Engenharia de Processos	Engenharia, produção e construção	360	24	Educação a Distância	100	Ouro Branco	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE DO ESTADO DO AMAPÁ	Matemática na Educação Básica	Educação	420	10	Educação Presencial	20	Macapá	AP	NORTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO ACRE	Ensino de Língua Inglesa	Educação	420	18	Educação Presencial	35	Rio Branco	AC	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Treinamento Esportivo	Saúde e bem-estar	375	18	Educação Presencial	200	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ	Residência em Fisioterapia, Especialidade em Fisioterapia Hospitalar	Saúde e bem-estar	720	24	Educação Presencial	6	Cascavel	PR	SUL	Ativo	Pública Estadual
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO	Desenvolvimento, Inovação e Tecnologias Emergentes	Ciências naturais, matemática e estatística	450	24	Educação Presencial	30	Jaboatão dos Guararapes	PE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE	Energias e Sustentabilidade	Engenharia, produção e construção	360	3	Educação a Distância	150	Itaboraí	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	MBA em Gestão de Pessoas e People Experience	Negócios, administração e direito	390	18	Educação Presencial	40	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO	ENSINO DE ASTRONOMIA E CIÊNCIAS AFINS	Ciências naturais, matemática e estatística	420	12	Educação a Distância	170	Recife	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ	Residência em Odontologia, Especialidade em Reabilitação Oral  Dentística e Prótese	Saúde e bem-estar	720	24	Educação Presencial	4	Cascavel	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ	Residência em Enfermagem, Especialidade em Vigilância em Saúde e Controle de Infecções	Saúde e bem-estar	720	24	Educação Presencial	6	Cascavel	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ	Residência em Odontologia, Especialidade em Cirurgia e Traumatologia Buco Maxilo Facial	Saúde e bem-estar	1080	36	Educação Presencial	2	Cascavel	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ	Residência Médica, Especialidade em Medicina de Emergência	Saúde e bem-estar	1080	36	Educação Presencial	2	Cascavel	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ	Residência Médica, Especialidade em Ortopedia e Traumatologia	Saúde e bem-estar	1080	36	Educação Presencial	2	Cascavel	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ	Residência Médica, Especialidade em Cardiologia	Saúde e bem-estar	720	24	Educação Presencial	2	Cascavel	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE	Ensino de História e Cultura Afro-brasileira e Indígena	Artes e humanidades	465	18	Educação a Distância	30	Açu	RN	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DA BAHIA	Direitos Humanos e Contemporaneidade	Negócios, administração e direito	442	24	Educação a Distância	250	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	Data Science e Estatística Aplicada	Computação e Tecnologias da Informação e Comunicação (TIC)	460	24	Educação a Distância	100	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Ensino de Línguas	Educação	420	24	Educação a Distância	30	Capivari	SP	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE	Práticas Educacionais na Docência do Século XXI	Educação	404	18	Educação Presencial	30	Campos dos Goytacazes	RJ	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA	Desenvolvimento de Aplicações e Games para Dispositivos Móveis	Computação e Tecnologias da Informação e Comunicação (TIC)	480	18	Educação Presencial	40	Salvador	BA	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA	Desenvolvimento Web	Computação e Tecnologias da Informação e Comunicação (TIC)	360	12	Educação Presencial	25	Vitória da Conquista	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE DE PERNAMBUCO	Especialização em Investigação Criminal EAD	Ciências sociais, comunicação e informação	360	19	Educação a Distância	60	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	ESPECIALIZAÇÃO EM INSPEÇÃO, MANUTENÇÃO E RECUPERAÇÃO DE  ESTRUTURAS - CEIMRE	Engenharia, produção e construção	360	8	Educação Presencial	25	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE DE PERNAMBUCO	Especialização em Virtualização de Redes	Computação e Tecnologias da Informação e Comunicação (TIC)	360	7	Educação Presencial	50	Recife	PE	NORDESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DA BAHIA	EMPREENDEDORISMO E GESTÃO DE NEGÓCIOS	Negócios, administração e direito	493	24	Educação Presencial	100	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	Gestão do Desenvolvimento Territorial com Ênfase em Política Habitacional	Negócios, administração e direito	459	24	Educação a Distância	550	Salvador	BA	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	Especialização em Gestão Estratégica em Saúde	Saúde e bem-estar	420	12	Educação a Distância	300	Machado	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	SAÚDE COLETIVA: CONCENTRAÇÃO EM MONITORAMENTO AVALIAÇÃO E INFORMAÇÃO ESTRATÉGICA	Saúde e bem-estar	374	12	Educação a Distância	300	Salvador	BA	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL	Inovação e Gestão	Negócios, administração e direito	400	18	Educação Presencial	15	Farroupilha	RS	SUL	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	Ensino de Ciências e Educação Matemática	Educação	460	24	Educação Presencial	40	Itapetininga	SP	SUDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA	Direito Processual: Grandes Transformações	Negócios, administração e direito	465	12	Educação Presencial	50	Cacoal	RO	NORTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE SÃO PAULO	ANDROLOGIA E UROLOGIA RECONSTRUTIVA	Saúde e bem-estar	400	6	Educação Presencial	4	São Paulo	SP	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MINAS GERAIS	Recursos Hidricos e Ambientais	Agricultura, silvicultura, pesca e veterinária	405	24	Educação Presencial	60	Montes Claros	MG	SUDESTE	Ativo	Pública Federal
ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE	Preceptoria de Residência Médica	Educação	360	12	Educação a Distância	48	Brasília	DF	CENTRO-OESTE	Ativo	Pública Estadual
ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE	Preceptoria de Residência em Área Profissional de Saúde	Educação	360	12	Educação a Distância	48	Brasília	DF	CENTRO-OESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DA BAHIA	Gestão do Desenvolvimento Territorial	Negócios, administração e direito	425	13	Educação a Distância	110	Salvador	BA	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO	Neuroeducação	Educação	360	18	Educação Presencial	18	Mesquita	RJ	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	Política e Gestão de Segurança Pública	Negócios, administração e direito	391	24	Educação Presencial	40	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	Saúde do Esporte	Saúde e bem-estar	425	18	Educação Presencial	42	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DA BAHIA	Saúde Coletiva: Concentração em Gestão de Sistema de Saúde com Ênfase em Serviços de Hemorredes	Saúde e bem-estar	442	18	Educação a Distância	44	Salvador	BA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	GESTÃO DA SAÚDE PÚBLICA COM ÊNFASE EM EDUCAÇÃO NA SAÚDE	Negócios, administração e direito	360	24	Educação a Distância	70	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE GOIÁS	RESIDÊNCIA PROFISSIONAL AGRÍCOLA EM ABATEDOUROS FRIGORÍFICOS	Agricultura, silvicultura, pesca e veterinária	360	12	Educação Presencial	5	Goiânia	GO	CENTRO-OESTE	Ativo	Pública Federal
Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT	CONTROLADORIA E GESTÃO AGROINDUSTRIAL	Negócios, administração e direito	400	18	Educação a Distância	50	Sinop	MT	CENTRO-OESTE	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE MINAS GERAIS	Preparação Física e Esportiva	Saúde e bem-estar	375	18	Educação Presencial	60	Belo Horizonte	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MINAS GERAIS	Diagnóstico e Controle Microbiológico	Ciências naturais, matemática e estatística	375	12	Educação Presencial	40	Belo Horizonte	MG	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS	Ciências da Natureza e Matemática	Ciências naturais, matemática e estatística	360	12	Educação Presencial	48	Maragogi	AL	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO	Práticas Integrativas e Complementares em Saúde	Saúde e bem-estar	360	24	Educação Presencial	40	Vitória	ES	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MINAS GERAIS	Marketing Político, Opinião Pública e Comportamento Eleitoral	Ciências sociais, comunicação e informação	420	18	Educação Presencial	0	Belo Horizonte	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MINAS GERAIS	Neurociências e suas Fronteiras	Ciências naturais, matemática e estatística	360	24	Educação Presencial	60	Belo Horizonte	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MINAS GERAIS	Neurociências Básicas e Aplicadas	Ciências naturais, matemática e estatística	360	24	Educação Presencial	40	Belo Horizonte	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MINAS GERAIS	Formação de Educadores em Saúde	Educação	480	24	Educação a Distância	300	Belo Horizonte	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE MINAS GERAIS	Gestão do Cuidado em Saúde da Família	Saúde e bem-estar	360	24	Educação a Distância	320	Belo Horizonte	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO	Residência Profissional em Agronomia	Agricultura, silvicultura, pesca e veterinária	360	12	Educação Presencial	6	Garanhuns	PE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL	Psicopedagogia	Educação	360	15	Educação Presencial	40	Arapiraca	AL	NORDESTE	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO	Ensino de Matemática	Educação	360	18	Educação a Distância	150	Petrolina	PE	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO	Educação, Cidadania e Meio Ambiente	Educação	390	12	Educação Presencial	40	Presidente Dutra	MA	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM ENFERMAGEM - CUIDADOS INTENSIVOS DO ADULTO	Saúde e bem-estar	720	24	Educação Presencial	3	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM ENFERMAGEM - GERÊNCIA DE SERVIÇOS DE ENFERMAGEM	Saúde e bem-estar	720	24	Educação Presencial	8	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM ENFERMAGEM - NEONATAL	Saúde e bem-estar	720	24	Educação Presencial	4	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM ENFERMAGEM - SAÚDE DA CRIANÇA	Saúde e bem-estar	720	24	Educação Presencial	4	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM FARMÁCIA - ANÁLISES CLÍNICAS	Saúde e bem-estar	720	24	Educação Presencial	6	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM FISIOTERAPIA - CARDIORESPIRATÓRIA, URGÊNCIA, EMERGÊNCIA E TERAPIA INTENSIVA	Saúde e bem-estar	720	24	Educação Presencial	5	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM FISIOTERAPIA - PEDIATRIA E NEONATOLOGIA	Saúde e bem-estar	720	24	Educação Presencial	3	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM FISIOTERAPIA - PULMONAR	Saúde e bem-estar	720	24	Educação Presencial	5	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM FISIOTERAPIA - TRAUMATO-ORTOPÉDICA FUNCIONAL	Saúde e bem-estar	720	24	Educação Presencial	3	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM MEDICINA VETERINÁRIA - CLÍNICA CIRÚRGICA DE ANIMAIS DE COMPANHIA	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	5	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM MEDICINA VETERINÁRIA - MEDICINA AVIÁRIA	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM MEDICINA VETERINÁRIA - MOLÉSTIAS PARASITÁRIAS	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM MEDICINA VETERINÁRIA - PATOLOGIA CLÍNICA VETERINÁRIA	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM MEDICINA VETERINÁRIA - SAÚDE PÚBLICA VETERINÁRIA	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM MEDICINA VETERINÁRIA - TOXICOLOGIA VETERINÁRIA	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM ODONTOLOGIA - DENTÍSTICA	Saúde e bem-estar	720	24	Educação Presencial	2	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM ODONTOLOGIA - ODONTOPEDIATRIA	Saúde e bem-estar	720	24	Educação Presencial	3	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM ODONTOLOGIA - RADIOLOGIA ODONTOLÓGICA E IMAGINOLOGIA	Saúde e bem-estar	720	24	Educação Presencial	2	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - ANATOMIA PATOLÓGICA	Saúde e bem-estar	1080	36	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - ANESTESIOLOGIA	Saúde e bem-estar	1080	36	Educação Presencial	4	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - CIRURGIA GERAL	Saúde e bem-estar	1080	36	Educação Presencial	7	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - CIRURGIA VASCULAR	Saúde e bem-estar	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - DERMATOLOGIA	Saúde e bem-estar	1080	36	Educação Presencial	3	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - GASTROENTEROLOGIA CLÍNICA	Saúde e bem-estar	1080	36	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - GINECOLOGIA E OBSTETRÍCIA	Saúde e bem-estar	1080	36	Educação Presencial	10	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - INFECTOLOGIA PEDIÁTRICA - ÁREA DE ATUAÇÃO DA PEDIATRIA	Saúde e bem-estar	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - MEDICINA INTENSIVA	Saúde e bem-estar	1080	36	Educação Presencial	5	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - NEUROCIRURGIA	Saúde e bem-estar	1440	48	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - NEUROLOGIA	Saúde e bem-estar	1080	36	Educação Presencial	2	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - OBSTETRÍCIA E GINECOLOGIA	Saúde e bem-estar	1080	36	Educação Presencial	8	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - OFTALMOLOGIA	Saúde e bem-estar	1080	36	Educação Presencial	2	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - MEDICINA INTENSIVA PEDIÁTRICA	Saúde e bem-estar	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - NEONATOLOGIA	Saúde e bem-estar	360	12	Educação Presencial	2	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MULTIPROFISSIONAL - SAÚDE DA FAMÍLIA	Saúde e bem-estar	720	24	Educação Presencial	10	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA	Filosofia, Conhecimento e Educação	Educação	442	18	Educação Presencial	50	Amargosa	BA	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO	Tecnologias de Produção de Rochas Ornamentais	Engenharia, produção e construção	380	18	Educação Presencial	20	Cachoeiro de Itapemirim	ES	SUDESTE	Ativo	Pública Federal
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Economia Solidária	Ciências sociais, comunicação e informação	375	7	Educação a Distância	140	Palmas	TO	NORTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	MBA em Gestão de Design: Inovar e Empreender nas Organizações	Negócios, administração e direito	495	18	Educação Presencial	40	Londrina	PR	SUL	Ativo	Pública Estadual
FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	Ensino de Comunicação/Jornalismo: Temas Contemporâneos	Ciências sociais, comunicação e informação	390	12	Educação Presencial	45	Palmas	TO	NORTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	Educação Profissional Integrada à Educação Básica na Modalidade de Educação de Jovens e Adultos (PROEJA)	Educação	420	12	Educação a Distância	350	Montes Claros	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE ALFENAS	Didáticas e Metodologias Participativas na Construção da Prática Pedagógica	Educação	360	12	Educação a Distância	500	Alfenas	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	Direito de Família e Sucessões - teoria e prática	Negócios, administração e direito	360	18	Educação Presencial	100	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	Ensino de Ciências - Anos Finais do Ensino Fundamental	Educação	480	18	Educação a Distância	500	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL DE SERGIPE	Recursos Hídricos e Meio Ambiente	Engenharia, produção e construção	420	18	Educação a Distância	60	São Cristóvão	SE	NORDESTE	Ativo	Pública Federal
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM MEDICINA VETERINÁRIA - MEDICINA VETERINÁRIA PREVENTIVA	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	6	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA EM MEDICINA VETERINÁRIA - MEDICINA DE ANIMAIS DE COMPANHIA	Agricultura, silvicultura, pesca e veterinária	720	24	Educação Presencial	9	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE ESTADUAL DE LONDRINA	RESIDÊNCIA MÉDICA - CIRURGIA DO APARELHO DIGESTIVO	Saúde e bem-estar	720	24	Educação Presencial	1	Londrina	PR	SUL	Ativo	Pública Estadual
UNIVERSIDADE FEDERAL FLUMINENSE	GESTÃO DA TECNOLOGIA DA INFORMAÇÃO COM ÊNFASE EM SEGURANÇA E INFRAESTRUTURA	Negócios, administração e direito	360	24	Educação a Distância	400	Volta Redonda	RJ	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS	Metodologias Aplicadas no Ensino de Ciências e Matemática	Educação	440	18	Educação a Distância	40	Murici	AL	NORDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO	Gestão Ambiental - oferta regular	Engenharia, produção e construção	360	24	Educação Presencial	40	Nova Venécia	ES	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO	Ensino de Ciências da Natureza	Educação	460	18	Educação Presencial	32	Colatina	ES	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO	Engenharia Metalúrgica	Engenharia, produção e construção	462	18	Educação Presencial	35	Vitória	ES	SUDESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	Administração Pública	Educação	420	12	Educação a Distância	350	Montes Claros	MG	SUDESTE	Ativo	Pública Federal
UNIVERSIDADE FEDERAL DE LAVRAS	CONTROLE, DETECÇÃO E REPRESSÃO A DESVIOS DE RECURSOS PÚBLICO	Negócios, administração e direito	398	24	Educação Presencial	46	Brasília	DF	CENTRO-OESTE	Ativo	Pública Federal
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS	Docência na Educação a Distância	Educação	360	12	Educação a Distância	200	Montes Claros	MG	SUDESTE	Ativo	Pública Federal
